,BICYCLE_IND,PEDESTRIAN_IND,ROAD_DESCRIPTION_AT INTERSECTION,ROAD_DESCRIPTION_PARKING LOT,LIGHT_CONDITION_DARK-LIGHTED,LIGHT_CONDITION_DAY LIGHT
6814,0.25,0.0,1.0,0.0,0.0,1.0
6895,0.0,0.0,1.0,0.0,1.0,0.0
6913,0.0,0.0,0.0,1.0,0.0,1.0
6922,0.0,0.0,1.0,0.0,0.0,1.0
6930,0.0,0.25,1.0,0.0,0.0,0.0
6997,0.0,0.0,1.0,0.0,0.0,0.0
7083,0.25,0.0,1.0,0.0,1.0,0.0
7151,0.0,0.0,1.0,0.0,1.0,0.0
7189,0.0,0.25,0.0,0.0,1.0,0.0
7225,0.0,0.0,0.0,0.0,1.0,0.0
7251,0.0,0.0,1.0,0.0,0.0,1.0
7252,0.0,0.0,0.0,0.0,0.0,1.0
7281,0.0,0.0,0.0,0.0,1.0,0.0
7349,0.0,0.0,0.0,0.0,1.0,0.0
7407,0.0,0.0,0.0,0.0,0.0,1.0
7570,0.0,0.0,1.0,0.0,0.0,1.0
7585,0.0,0.0,1.0,0.0,0.0,1.0
7604,0.0,0.0,0.0,0.0,0.0,1.0
7777,0.0,0.0,0.0,0.0,1.0,0.0
7784,0.0,0.25,1.0,0.0,1.0,0.0
7869,0.0,0.0,0.0,0.0,0.0,1.0
8000,0.0,0.0,1.0,0.0,1.0,0.0
8053,0.0,0.0,1.0,0.0,1.0,0.0
8069,0.0,0.0,1.0,0.0,0.0,1.0
8073,0.0,0.0,0.0,0.0,0.0,1.0
8158,0.0,0.0,1.0,0.0,0.0,1.0
8218,0.0,0.0,0.0,1.0,0.0,1.0
8256,0.0,0.25,0.0,0.0,0.0,0.0
8261,0.0,0.0,0.0,0.0,0.0,1.0
8269,0.0,0.0,1.0,0.0,0.0,1.0
8294,0.0,0.0,0.0,0.0,0.0,1.0
8326,0.0,0.0,0.0,0.0,0.0,1.0
8338,0.0,0.0,1.0,0.0,1.0,0.0
8353,0.0,0.25,1.0,0.0,1.0,0.0
8357,0.0,0.0,0.0,0.0,0.0,1.0
8490,0.0,0.0,0.0,0.0,0.0,1.0
8516,0.0,0.0,0.0,0.0,0.0,1.0
8520,0.0,0.0,0.0,0.0,0.0,1.0
8531,0.0,0.25,0.0,0.0,1.0,0.0
8567,0.0,0.25,1.0,0.0,0.0,1.0
8612,0.25,0.0,1.0,0.0,1.0,0.0
8614,0.0,0.0,0.0,0.0,1.0,0.0
8658,0.0,0.0,0.0,0.0,1.0,0.0
8683,0.0,0.0,0.0,0.0,1.0,0.0
8689,0.0,0.0,1.0,0.0,0.0,1.0
8718,0.0,0.0,0.0,0.0,1.0,0.0
8767,0.0,0.25,0.0,0.0,0.0,0.0
8781,0.0,0.0,0.0,0.0,0.0,1.0
8795,0.0,0.0,1.0,0.0,1.0,0.0
8804,0.0,0.0,1.0,0.0,0.0,1.0
8810,0.0,0.0,0.0,0.0,0.0,1.0
8893,0.0,0.0,0.0,0.0,0.0,1.0
9048,0.0,0.0,1.0,0.0,1.0,0.0
9104,0.0,0.0,1.0,0.0,0.0,1.0
9139,0.0,0.25,0.0,0.0,0.0,1.0
9293,0.0,0.0,1.0,0.0,0.0,0.0
9317,0.0,0.25,1.0,0.0,0.0,0.0
9340,0.0,0.0,0.0,0.0,0.0,1.0
9372,0.0,0.0,1.0,0.0,0.0,1.0
9374,0.0,0.0,0.0,0.0,1.0,0.0
9406,0.0,0.25,1.0,0.0,0.0,0.0
9412,0.0,0.0,0.0,0.0,1.0,0.0
9451,0.0,0.25,0.0,0.0,0.0,0.0
9455,0.0,0.75,0.0,0.0,1.0,0.0
9542,0.0,0.0,0.0,0.0,1.0,0.0
9545,0.0,0.0,0.0,0.0,1.0,0.0
9623,0.0,0.0,1.0,0.0,0.0,1.0
9639,0.0,0.0,0.0,0.0,1.0,0.0
9690,0.0,0.25,1.0,0.0,0.0,1.0
9711,0.0,0.25,0.0,0.0,1.0,0.0
9717,0.0,0.0,0.0,0.0,1.0,0.0
9764,0.0,0.0,0.0,0.0,0.0,1.0
9963,0.0,0.0,1.0,0.0,0.0,1.0
9980,0.0,0.0,1.0,0.0,1.0,0.0
10054,0.25,0.0,0.0,0.0,1.0,0.0
10097,0.0,0.25,1.0,0.0,0.0,1.0
10102,0.0,0.0,1.0,0.0,0.0,1.0
10131,0.0,0.0,0.0,0.0,0.0,1.0
10201,0.0,0.0,1.0,0.0,0.0,1.0
10317,0.0,0.0,1.0,0.0,1.0,0.0
10324,0.0,0.0,1.0,0.0,0.0,1.0
10353,0.0,0.0,1.0,0.0,0.0,1.0
10446,0.0,0.25,1.0,0.0,0.0,1.0
10533,0.0,0.0,0.0,0.0,0.0,1.0
10537,0.0,0.0,1.0,0.0,0.0,1.0
10577,0.0,0.0,0.0,0.0,0.0,1.0
10724,0.0,0.0,1.0,0.0,0.0,1.0
10795,0.0,0.0,1.0,0.0,0.0,1.0
10804,0.0,0.25,1.0,0.0,0.0,0.0
10811,0.0,0.25,0.0,1.0,0.0,0.0
10833,0.0,0.0,0.0,0.0,1.0,0.0
10931,0.0,0.0,1.0,0.0,0.0,0.0
11081,0.0,0.0,0.0,0.0,1.0,0.0
11148,0.0,0.0,1.0,0.0,0.0,1.0
11158,0.0,0.0,1.0,0.0,1.0,0.0
11231,0.0,0.25,0.0,0.0,0.0,1.0
11274,0.0,0.0,0.0,0.0,0.0,1.0
11288,0.0,0.25,1.0,0.0,0.0,1.0
11335,0.0,0.0,1.0,0.0,0.0,1.0
11417,0.0,0.0,0.0,0.0,0.0,1.0
11438,0.0,0.0,0.0,0.0,0.0,1.0
11513,0.0,0.0,1.0,0.0,1.0,0.0
11515,0.0,0.0,1.0,0.0,1.0,0.0
11621,0.0,0.0,0.0,0.0,0.0,1.0
11641,0.0,0.0,1.0,0.0,0.0,1.0
11644,0.0,0.0,0.0,0.0,1.0,0.0
11646,0.0,0.25,1.0,0.0,0.0,0.0
11717,0.0,0.0,1.0,0.0,0.0,1.0
11721,0.0,0.25,0.0,0.0,0.0,1.0
11728,0.0,0.0,1.0,0.0,0.0,1.0
11729,0.0,0.0,1.0,0.0,0.0,1.0
11733,0.0,0.0,1.0,0.0,0.0,1.0
11745,0.0,0.0,0.0,0.0,1.0,0.0
11877,0.0,0.0,0.0,0.0,0.0,1.0
11886,0.0,0.0,1.0,0.0,0.0,1.0
11887,0.0,0.0,0.0,0.0,0.0,1.0
11917,0.0,0.0,0.0,0.0,0.0,1.0
11932,0.0,0.5,0.0,0.0,0.0,1.0
11947,0.0,0.0,0.0,0.0,0.0,1.0
12011,0.0,0.25,0.0,0.0,1.0,0.0
12049,0.0,0.0,0.0,0.0,0.0,1.0
12109,0.0,0.0,1.0,0.0,0.0,1.0
12161,0.0,0.0,1.0,0.0,1.0,0.0
12164,0.0,0.0,0.0,0.0,1.0,0.0
12181,0.0,0.25,0.0,0.0,1.0,0.0
12192,0.25,0.0,1.0,0.0,0.0,1.0
12232,0.0,0.25,1.0,0.0,0.0,1.0
12274,0.0,0.0,1.0,0.0,1.0,0.0
12320,0.0,0.0,1.0,0.0,0.0,1.0
12371,0.25,0.0,1.0,0.0,0.0,1.0
12466,0.0,0.0,1.0,0.0,0.0,1.0
12526,0.0,0.0,1.0,0.0,0.0,0.0
12585,0.0,0.0,1.0,0.0,1.0,0.0
12730,0.0,0.0,1.0,0.0,1.0,0.0
12756,0.0,0.25,0.0,0.0,0.0,0.0
12773,0.0,0.0,0.0,0.0,0.0,1.0
12849,0.25,0.0,1.0,0.0,0.0,1.0
12972,0.0,0.0,1.0,0.0,0.0,1.0
12984,0.0,0.0,0.0,0.0,0.0,1.0
13057,0.25,0.0,1.0,0.0,0.0,1.0
13147,0.0,0.0,1.0,0.0,0.0,1.0
13203,0.0,0.0,0.0,0.0,1.0,0.0
13281,0.0,0.0,1.0,0.0,0.0,1.0
13302,0.0,0.25,0.0,1.0,0.0,1.0
13319,0.0,0.0,0.0,0.0,0.0,0.0
13339,0.0,0.0,0.0,0.0,0.0,1.0
13466,0.0,0.0,0.0,0.0,1.0,0.0
13561,0.0,0.0,0.0,0.0,0.0,1.0
13616,0.0,0.0,1.0,0.0,0.0,1.0
13627,0.0,0.25,1.0,0.0,1.0,0.0
13649,0.0,0.25,1.0,0.0,0.0,1.0
13697,0.0,0.0,1.0,0.0,0.0,1.0
13825,0.0,0.25,1.0,0.0,0.0,1.0
13851,0.0,0.25,1.0,0.0,1.0,0.0
13852,0.0,0.25,1.0,0.0,1.0,0.0
13952,0.0,0.0,1.0,0.0,0.0,1.0
13987,0.0,0.0,0.0,0.0,1.0,0.0
14000,0.0,0.0,0.0,0.0,0.0,0.0
14124,0.0,0.0,1.0,0.0,1.0,0.0
14130,0.25,0.0,0.0,0.0,0.0,1.0
14185,0.0,0.0,1.0,0.0,0.0,1.0
14290,0.0,0.0,1.0,0.0,0.0,1.0
14315,0.0,0.0,1.0,0.0,1.0,0.0
14391,0.0,0.25,1.0,0.0,1.0,0.0
14465,0.0,0.0,1.0,0.0,1.0,0.0
14520,0.25,0.0,1.0,0.0,0.0,1.0
14540,0.0,0.25,1.0,0.0,0.0,1.0
14550,0.0,0.0,0.0,1.0,0.0,1.0
14558,0.0,0.0,1.0,0.0,1.0,0.0
14662,0.0,0.0,1.0,0.0,0.0,1.0
14664,0.0,0.0,0.0,0.0,1.0,0.0
14722,0.0,0.0,1.0,0.0,1.0,0.0
14728,0.0,0.0,0.0,0.0,0.0,1.0
14797,0.0,0.0,1.0,0.0,0.0,1.0
14834,0.0,0.25,0.0,0.0,0.0,1.0
14839,0.0,0.5,0.0,1.0,0.0,1.0
14897,0.0,0.25,0.0,0.0,0.0,1.0
15030,0.0,0.0,0.0,0.0,0.0,1.0
15051,0.0,0.0,1.0,0.0,1.0,0.0
15091,0.0,0.0,0.0,0.0,0.0,1.0
15152,0.0,0.0,1.0,0.0,1.0,0.0
15200,0.0,0.25,1.0,0.0,0.0,1.0
15272,0.0,0.0,0.0,0.0,0.0,0.0
15273,0.25,0.0,1.0,0.0,0.0,1.0
15308,0.0,0.25,0.0,0.0,0.0,1.0
15310,0.0,0.0,1.0,0.0,1.0,0.0
15321,0.0,0.25,0.0,0.0,0.0,0.0
15388,0.0,0.0,0.0,0.0,0.0,1.0
15464,0.25,0.0,1.0,0.0,0.0,1.0
15470,0.0,0.0,0.0,0.0,0.0,1.0
15510,0.0,0.0,0.0,0.0,0.0,1.0
15542,0.0,0.25,0.0,0.0,0.0,1.0
15567,0.0,0.0,0.0,0.0,1.0,0.0
15586,0.0,0.0,0.0,0.0,0.0,1.0
15627,0.0,0.0,1.0,0.0,0.0,1.0
15720,0.0,0.0,1.0,0.0,0.0,1.0
15736,0.0,0.0,1.0,0.0,0.0,1.0
15776,0.0,0.0,0.0,0.0,1.0,0.0
15789,0.0,0.0,0.0,0.0,0.0,0.0
15815,0.25,0.0,1.0,0.0,0.0,1.0
15816,0.0,0.0,0.0,0.0,1.0,0.0
15929,0.0,0.25,1.0,0.0,0.0,1.0
15943,0.0,0.0,1.0,0.0,0.0,1.0
15983,0.0,0.0,0.0,0.0,0.0,1.0
16137,0.0,0.0,0.0,0.0,0.0,1.0
16153,0.0,0.0,0.0,0.0,1.0,0.0
16209,0.0,0.0,0.0,0.0,0.0,1.0
16218,0.0,0.0,1.0,0.0,0.0,1.0
16365,0.0,0.0,1.0,0.0,0.0,0.0
16558,0.0,0.25,0.0,0.0,0.0,1.0
16651,0.0,0.0,0.0,0.0,0.0,1.0
16676,0.0,0.0,0.0,0.0,1.0,0.0
16748,0.0,0.0,1.0,0.0,0.0,1.0
16789,0.25,0.0,1.0,0.0,0.0,1.0
16811,0.0,0.0,1.0,0.0,0.0,1.0
16812,0.0,0.0,1.0,0.0,0.0,0.0
16927,0.0,0.0,1.0,0.0,0.0,1.0
16946,0.0,0.0,1.0,0.0,0.0,1.0
17045,0.0,0.0,1.0,0.0,1.0,0.0
17140,0.0,0.25,1.0,0.0,1.0,0.0
17245,0.0,0.0,0.0,0.0,0.0,1.0
17251,0.0,0.0,1.0,0.0,1.0,0.0
17276,0.0,0.0,0.0,0.0,0.0,1.0
17302,0.0,0.0,1.0,0.0,0.0,1.0
17320,0.0,0.0,0.0,0.0,0.0,1.0
17328,0.0,0.0,1.0,0.0,1.0,0.0
17417,0.0,0.25,0.0,0.0,0.0,1.0
17430,0.0,0.0,0.0,0.0,0.0,1.0
17431,0.0,0.0,0.0,0.0,0.0,1.0
17461,0.0,0.0,1.0,0.0,0.0,1.0
17464,0.0,0.0,1.0,0.0,1.0,0.0
17471,0.25,0.0,0.0,0.0,1.0,0.0
17518,0.0,0.25,1.0,0.0,0.0,1.0
17697,0.0,0.25,0.0,1.0,0.0,1.0
17774,0.0,0.25,0.0,0.0,0.0,1.0
17791,0.0,0.0,1.0,0.0,0.0,1.0
17822,0.0,0.0,0.0,0.0,1.0,0.0
17831,0.0,0.0,0.0,0.0,1.0,0.0
17875,0.0,0.0,0.0,0.0,0.0,1.0
17932,0.0,0.0,1.0,0.0,0.0,0.0
17936,0.0,0.25,1.0,0.0,0.0,1.0
17954,0.0,0.25,1.0,0.0,1.0,0.0
18017,0.0,0.25,1.0,0.0,1.0,0.0
18086,0.0,0.25,0.0,0.0,1.0,0.0
18090,0.0,0.0,0.0,1.0,1.0,0.0
18243,0.0,0.0,1.0,0.0,0.0,1.0
18386,0.0,0.25,1.0,0.0,0.0,1.0
18391,0.0,0.0,1.0,0.0,1.0,0.0
18413,0.0,0.0,1.0,0.0,0.0,0.0
18488,0.0,0.0,1.0,0.0,0.0,0.0
18505,0.0,0.0,0.0,0.0,1.0,0.0
18536,0.0,0.0,1.0,0.0,1.0,0.0
18538,0.0,0.0,0.0,0.0,1.0,0.0
18648,0.0,0.25,1.0,0.0,1.0,0.0
18702,0.0,0.25,0.0,0.0,0.0,0.0
18705,0.0,0.25,0.0,1.0,0.0,0.0
18725,0.0,0.0,1.0,0.0,1.0,0.0
18758,0.0,0.0,1.0,0.0,0.0,1.0
18909,0.0,0.0,1.0,0.0,1.0,0.0
18983,0.25,0.0,0.0,0.0,0.0,1.0
19035,0.0,0.0,1.0,0.0,1.0,0.0
19169,0.25,0.0,0.0,1.0,0.0,1.0
19188,0.0,0.25,0.0,0.0,0.0,1.0
19234,0.0,0.0,1.0,0.0,0.0,1.0
19242,0.0,0.0,0.0,0.0,0.0,0.0
19274,0.0,0.0,1.0,0.0,0.0,1.0
19331,0.0,0.0,0.0,0.0,0.0,0.0
19355,0.0,0.0,1.0,0.0,0.0,1.0
19410,0.0,0.25,1.0,0.0,0.0,1.0
19492,0.0,0.0,0.0,0.0,0.0,0.0
19518,0.0,0.0,0.0,0.0,0.0,1.0
19550,0.0,0.0,0.0,0.0,1.0,0.0
19643,0.0,0.0,0.0,0.0,0.0,1.0
19661,0.0,0.0,0.0,0.0,1.0,0.0
19681,0.0,0.25,1.0,0.0,1.0,0.0
19698,0.0,0.0,0.0,0.0,0.0,1.0
19728,0.0,0.0,1.0,0.0,1.0,0.0
19754,0.0,0.0,1.0,0.0,0.0,1.0
19972,0.0,0.0,0.0,0.0,0.0,1.0
19983,0.0,0.0,0.0,0.0,0.0,1.0
20002,0.0,0.25,0.0,1.0,1.0,0.0
20009,0.0,0.0,0.0,0.0,1.0,0.0
20026,0.0,0.0,0.0,0.0,1.0,0.0
20039,0.0,0.0,1.0,0.0,0.0,1.0
20044,0.0,0.25,1.0,0.0,0.0,1.0
20052,0.0,0.0,0.0,0.0,1.0,0.0
20067,0.0,0.25,1.0,0.0,0.0,1.0
20141,0.0,0.0,1.0,0.0,0.0,1.0
20202,0.0,0.25,1.0,0.0,1.0,0.0
20238,0.0,0.25,1.0,0.0,0.0,1.0
20303,0.0,0.0,0.0,0.0,0.0,1.0
20305,0.0,0.25,1.0,0.0,0.0,1.0
20310,0.0,0.0,0.0,0.0,0.0,1.0
20330,0.0,0.0,0.0,0.0,0.0,1.0
20331,0.0,0.0,0.0,0.0,0.0,1.0
20341,0.0,0.0,0.0,0.0,1.0,0.0
20347,0.0,0.25,0.0,0.0,1.0,0.0
20380,0.0,0.25,1.0,0.0,1.0,0.0
20415,0.0,0.25,0.0,0.0,1.0,0.0
20482,0.0,0.25,1.0,0.0,0.0,1.0
20503,0.0,0.25,0.0,1.0,0.0,1.0
20596,0.0,0.25,1.0,0.0,1.0,0.0
20598,0.0,0.25,1.0,0.0,1.0,0.0
20599,0.0,0.0,1.0,0.0,1.0,0.0
20667,0.0,0.0,0.0,0.0,1.0,0.0
20726,0.0,0.0,1.0,0.0,0.0,1.0
20742,0.0,0.25,0.0,0.0,1.0,0.0
20780,0.0,0.0,1.0,0.0,0.0,0.0
20802,0.0,0.25,1.0,0.0,1.0,0.0
20815,0.0,0.0,0.0,0.0,1.0,0.0
20901,0.0,0.0,0.0,0.0,0.0,1.0
20933,0.0,0.0,1.0,0.0,0.0,0.0
20977,0.0,0.0,1.0,0.0,0.0,1.0
21010,0.0,0.0,1.0,0.0,1.0,0.0
21178,0.0,0.25,1.0,0.0,0.0,1.0
21188,0.0,0.0,1.0,0.0,0.0,1.0
21422,0.0,0.0,0.0,0.0,1.0,0.0
21425,0.0,0.0,0.0,0.0,0.0,1.0
21587,0.0,0.0,1.0,0.0,0.0,1.0
21636,0.25,0.0,1.0,0.0,0.0,1.0
21664,0.0,0.25,1.0,0.0,1.0,0.0
21682,0.0,0.0,1.0,0.0,0.0,1.0
21761,0.0,0.0,1.0,0.0,0.0,0.0
21765,0.0,0.0,0.0,1.0,1.0,0.0
21861,0.0,0.0,1.0,0.0,0.0,1.0
21865,0.0,0.0,0.0,0.0,0.0,1.0
21872,0.0,0.0,0.0,0.0,1.0,0.0
21961,0.0,0.25,0.0,1.0,0.0,1.0
21968,0.0,0.0,0.0,0.0,0.0,1.0
22035,0.25,0.0,1.0,0.0,0.0,0.0
22118,0.0,0.0,1.0,0.0,0.0,1.0
22190,0.0,0.0,0.0,0.0,0.0,1.0
22212,0.0,0.25,0.0,0.0,0.0,1.0
22254,0.0,0.0,0.0,0.0,1.0,0.0
22311,0.25,0.0,1.0,0.0,0.0,1.0
22328,0.0,0.0,0.0,0.0,1.0,0.0
22406,0.0,0.0,1.0,0.0,1.0,0.0
22472,0.0,0.0,1.0,0.0,1.0,0.0
22505,0.0,0.25,0.0,0.0,0.0,1.0
22508,0.25,0.0,1.0,0.0,0.0,1.0
22511,0.0,0.25,0.0,0.0,1.0,0.0
22518,0.0,0.0,1.0,0.0,0.0,0.0
22627,0.0,0.0,1.0,0.0,0.0,1.0
22639,0.0,0.0,0.0,0.0,1.0,0.0
22783,0.0,0.0,0.0,0.0,0.0,0.0
22811,0.0,0.0,1.0,0.0,1.0,0.0
22825,0.0,0.5,0.0,0.0,0.0,1.0
23031,0.0,0.0,0.0,0.0,0.0,0.0
23057,0.0,0.0,1.0,0.0,0.0,1.0
23184,0.0,0.0,1.0,0.0,0.0,1.0
23209,0.0,0.0,0.0,0.0,0.0,1.0
23228,0.25,0.0,1.0,0.0,0.0,1.0
23253,0.0,0.75,1.0,0.0,1.0,0.0
23381,0.0,0.0,0.0,0.0,1.0,0.0
23394,0.0,0.25,1.0,0.0,0.0,1.0
23440,0.0,0.0,1.0,0.0,0.0,1.0
23453,0.0,0.25,1.0,0.0,1.0,0.0
23481,0.0,0.25,0.0,0.0,1.0,0.0
23485,0.0,0.25,0.0,0.0,1.0,0.0
23541,0.0,0.25,0.0,0.0,0.0,1.0
23576,0.0,0.0,1.0,0.0,0.0,1.0
23588,0.0,0.25,0.0,0.0,0.0,1.0
23595,0.0,0.25,0.0,0.0,1.0,0.0
23618,0.0,0.0,0.0,0.0,1.0,0.0
23635,0.25,0.0,0.0,0.0,0.0,1.0
23694,0.0,0.0,1.0,0.0,0.0,1.0
23695,0.0,0.0,0.0,0.0,0.0,1.0
23699,0.0,0.25,0.0,1.0,0.0,1.0
23728,0.0,0.25,1.0,0.0,0.0,1.0
23810,0.0,0.0,0.0,0.0,0.0,1.0
23897,0.0,0.25,0.0,0.0,1.0,0.0
23997,0.0,0.0,1.0,0.0,1.0,0.0
24037,0.0,0.0,0.0,0.0,1.0,0.0
24105,0.0,0.0,1.0,0.0,1.0,0.0
24107,0.0,0.0,0.0,0.0,1.0,0.0
24142,0.0,0.0,0.0,0.0,1.0,0.0
24154,0.0,0.0,0.0,0.0,0.0,1.0
24176,0.0,0.0,0.0,0.0,0.0,1.0
24298,0.0,0.0,0.0,0.0,0.0,1.0
24344,0.0,0.0,1.0,0.0,0.0,1.0
24489,0.0,0.0,0.0,0.0,0.0,1.0
24495,0.0,0.0,1.0,0.0,0.0,1.0
24528,0.0,0.25,0.0,0.0,0.0,1.0
24575,0.0,0.0,1.0,0.0,0.0,1.0
24641,0.0,0.0,0.0,0.0,1.0,0.0
24646,0.0,0.0,1.0,0.0,0.0,1.0
24661,0.0,0.0,0.0,0.0,0.0,1.0
24679,0.0,0.25,0.0,0.0,1.0,0.0
24680,0.0,0.0,0.0,0.0,1.0,0.0
24707,0.0,0.25,0.0,0.0,0.0,1.0
24726,0.0,0.0,0.0,0.0,0.0,1.0
24774,0.0,0.0,1.0,0.0,0.0,1.0
24807,0.0,0.0,1.0,0.0,0.0,1.0
24847,0.0,0.25,0.0,0.0,1.0,0.0
24890,0.0,0.25,0.0,0.0,0.0,1.0
24910,0.0,0.0,0.0,0.0,0.0,1.0
24919,0.0,0.25,0.0,0.0,1.0,0.0
24942,0.0,0.0,0.0,0.0,0.0,1.0
24947,0.0,0.25,1.0,0.0,0.0,1.0
24977,0.25,0.0,0.0,0.0,0.0,1.0
25085,0.0,0.0,0.0,0.0,1.0,0.0
25190,0.0,0.0,0.0,0.0,1.0,0.0
25251,0.0,0.0,0.0,0.0,0.0,1.0
25312,0.0,0.0,1.0,0.0,0.0,1.0
25344,0.0,0.0,0.0,0.0,0.0,1.0
25358,0.0,0.0,0.0,0.0,0.0,1.0
25360,0.0,0.0,1.0,0.0,0.0,1.0
25375,0.0,0.0,1.0,0.0,0.0,1.0
25414,0.0,0.0,1.0,0.0,0.0,1.0
25428,0.0,0.0,0.0,0.0,0.0,0.0
25483,0.0,0.0,1.0,0.0,1.0,0.0
25491,0.0,0.25,0.0,0.0,1.0,0.0
25536,0.0,0.0,1.0,0.0,0.0,1.0
25670,0.0,0.0,0.0,0.0,0.0,1.0
25737,0.0,0.25,0.0,0.0,0.0,1.0
25765,0.0,0.25,0.0,0.0,1.0,0.0
25785,0.0,0.0,0.0,0.0,0.0,1.0
25799,0.0,0.0,0.0,0.0,0.0,1.0
25847,0.0,0.0,0.0,0.0,1.0,0.0
25911,0.0,0.0,0.0,0.0,1.0,0.0
26022,0.0,0.0,1.0,0.0,0.0,1.0
26058,0.0,0.0,0.0,0.0,0.0,1.0
26091,0.0,0.0,0.0,0.0,0.0,0.0
26092,0.0,0.0,0.0,0.0,1.0,0.0
26123,0.0,0.0,0.0,0.0,0.0,1.0
26172,0.0,0.0,0.0,0.0,0.0,1.0
26187,0.0,0.25,1.0,0.0,0.0,1.0
26210,0.0,0.25,0.0,1.0,0.0,1.0
26214,0.0,0.0,0.0,0.0,0.0,0.0
26285,0.0,0.0,1.0,0.0,0.0,0.0
26305,0.0,0.0,1.0,0.0,0.0,1.0
26454,0.0,0.0,1.0,0.0,0.0,1.0
26466,0.25,0.0,1.0,0.0,1.0,0.0
26469,0.0,0.0,0.0,0.0,1.0,0.0
26496,0.0,0.0,0.0,0.0,0.0,1.0
26520,0.0,0.0,1.0,0.0,0.0,1.0
26531,0.0,0.0,1.0,0.0,0.0,1.0
26545,0.0,0.0,0.0,0.0,1.0,0.0
26587,0.0,0.0,0.0,0.0,0.0,1.0
26598,0.0,0.0,0.0,0.0,0.0,1.0
26599,0.25,0.0,1.0,0.0,0.0,1.0
26610,0.0,0.25,0.0,0.0,1.0,0.0
26615,0.0,0.25,1.0,0.0,1.0,0.0
26632,0.0,0.0,0.0,0.0,0.0,1.0
26636,0.0,0.0,0.0,0.0,1.0,0.0
26640,0.0,0.0,1.0,0.0,0.0,1.0
26651,0.0,0.0,1.0,0.0,0.0,1.0
26653,0.0,0.0,0.0,0.0,0.0,1.0
26682,0.0,0.0,0.0,0.0,0.0,1.0
26691,0.0,0.0,0.0,0.0,1.0,0.0
26717,0.0,0.0,0.0,1.0,0.0,1.0
26724,0.0,0.0,0.0,0.0,0.0,1.0
26796,0.0,0.0,1.0,0.0,0.0,1.0
26840,0.0,0.0,1.0,0.0,0.0,1.0
26857,0.0,0.0,0.0,1.0,0.0,1.0
26883,0.0,0.0,1.0,0.0,0.0,1.0
26903,0.0,0.0,0.0,0.0,0.0,0.0
26907,0.0,0.0,1.0,0.0,0.0,1.0
26939,0.0,0.25,0.0,0.0,0.0,1.0
26947,0.25,0.0,1.0,0.0,0.0,1.0
26963,0.0,0.0,1.0,0.0,0.0,1.0
26985,0.0,0.0,1.0,0.0,0.0,1.0
26991,0.0,0.0,0.0,0.0,0.0,1.0
26992,0.0,0.0,0.0,0.0,0.0,1.0
27012,0.0,0.0,1.0,0.0,0.0,1.0
27021,0.0,0.0,1.0,0.0,0.0,1.0
27027,0.0,0.0,0.0,0.0,0.0,1.0
27111,0.0,0.0,0.0,0.0,1.0,0.0
27211,0.0,0.0,0.0,0.0,0.0,1.0
27254,0.0,0.0,1.0,0.0,1.0,0.0
27287,0.25,0.0,1.0,0.0,1.0,0.0
27296,0.0,0.0,0.0,0.0,0.0,1.0
27362,0.0,0.0,0.0,0.0,1.0,0.0
27503,0.0,0.0,0.0,0.0,0.0,1.0
27526,0.0,0.0,1.0,0.0,0.0,1.0
27583,0.0,0.0,0.0,0.0,0.0,1.0
27622,0.0,0.0,1.0,0.0,0.0,1.0
27627,0.0,0.0,0.0,0.0,0.0,1.0
27643,0.0,0.0,1.0,0.0,0.0,1.0
27704,0.0,0.0,0.0,0.0,0.0,1.0
27735,0.0,0.0,1.0,0.0,0.0,1.0
27760,0.25,0.0,1.0,0.0,0.0,1.0
27769,0.0,0.0,1.0,0.0,0.0,1.0
27780,0.0,0.0,0.0,0.0,0.0,1.0
27819,0.0,0.0,1.0,0.0,0.0,1.0
27926,0.0,0.0,0.0,0.0,0.0,1.0
27943,0.0,0.0,0.0,0.0,0.0,1.0
27988,0.0,0.0,0.0,0.0,1.0,0.0
28004,0.0,0.0,0.0,0.0,0.0,0.0
28017,0.0,0.0,0.0,0.0,0.0,1.0
28053,0.0,0.0,0.0,0.0,0.0,0.0
28091,0.0,0.0,0.0,0.0,0.0,1.0
28116,0.0,0.75,0.0,0.0,0.0,1.0
28201,0.0,0.0,0.0,0.0,0.0,0.0
28269,0.0,0.0,0.0,0.0,1.0,0.0
28324,0.0,0.0,0.0,0.0,1.0,0.0
28353,0.0,0.0,1.0,0.0,1.0,0.0
28362,0.25,0.0,1.0,0.0,0.0,1.0
28429,0.0,0.0,0.0,0.0,1.0,0.0
28432,0.0,0.0,0.0,0.0,1.0,0.0
28434,0.0,0.0,0.0,0.0,1.0,0.0
28466,0.0,0.0,1.0,0.0,0.0,1.0
28485,0.0,0.25,0.0,0.0,1.0,0.0
28519,0.25,0.0,1.0,0.0,0.0,1.0
28552,0.0,0.0,1.0,0.0,0.0,1.0
28583,0.0,0.0,1.0,0.0,0.0,1.0
28589,0.0,0.25,1.0,0.0,0.0,0.0
28607,0.0,0.0,1.0,0.0,0.0,1.0
28621,0.0,0.25,0.0,0.0,0.0,1.0
28634,0.0,0.0,0.0,0.0,0.0,0.0
28721,0.0,0.0,0.0,0.0,0.0,1.0
28743,0.0,0.0,1.0,0.0,1.0,0.0
28903,0.25,0.0,1.0,0.0,0.0,1.0
28905,0.0,0.0,0.0,0.0,0.0,1.0
